,model_type,region,baseline_response,training_score,testing_score,baseline,model_success,best_params
180,xgb,MENA,no killings,0.9642416769420469,0.8892988929889298,0.8826247689463955,no,{'xg__max_depth': 2}
181,xgb,MENA,no shootings,0.9778051787916153,0.8634686346863468,0.8706099815157117,no,{'xg__max_depth': 3}
182,xgb,North America,no accomodation,1.0,0.8951612903225806,0.9107505070993915,no,{'xg__max_depth': None}
183,xgb,North America,no arrests,0.997289972899729,0.8870967741935484,0.8113590263691683,yes,{'xg__max_depth': None}
184,xgb,North America,no beatings,0.997289972899729,0.9919354838709677,0.973630831643002,no,{'xg__max_depth': None}
185,xgb,North America,no crowd_dispersal,0.997289972899729,0.8548387096774194,0.8093306288032455,no,{'xg__max_depth': 3}
186,xgb,North America,ignore,0.994579945799458,0.7741935483870968,0.5760649087221096,yes,{'xg__max_depth': None}
187,xgb,North America,no killings,1.0,0.9274193548387096,0.9574036511156186,no,{'xg__max_depth': None}
188,xgb,North America,no shootings,0.983739837398374,0.9032258064516129,0.9127789046653144,no,{'xg__max_depth': 2}
189,xgb,Central America,no accomodation,0.9968847352024922,0.9259259259259259,0.916083916083916,no,{'xg__max_depth': None}
190,xgb,Central America,no arrests,0.9875389408099688,0.8888888888888888,0.8834498834498834,no,{'xg__max_depth': 2}
191,xgb,Central America,no beatings,0.9968847352024922,0.9629629629629629,0.9673659673659674,no,{'xg__max_depth': 3}
192,xgb,Central America,no crowd_dispersal,0.9875389408099688,0.8425925925925926,0.6899766899766899,yes,{'xg__max_depth': 3}
193,xgb,Central America,ignore,0.9532710280373832,0.7962962962962963,0.5990675990675991,yes,{'xg__max_depth': 2}
194,xgb,Central America,no killings,1.0,0.9166666666666666,0.9533799533799534,no,{'xg__max_depth': None}
195,xgb,Central America,no shootings,0.9875389408099688,0.8888888888888888,0.8834498834498834,no,{'xg__max_depth': 2}
